交互检查规则,,,,,,,,,,,,,,,
导出规则,,,,,,,,,,,,,,,
分类,,,,,,,,,,,,,,,
表头,编号,对话内容,对话人物,对话人物名称,正在说话任务,下个对话,人物站位,位置偏移值,配音ID,屏幕坐标,介绍,场景,特殊,,断章对话
,1210,自然，我与德妃娘娘恩怨众人皆知，我思来想去，定然是在不经意间听见了德妃娘娘什么秘密……,"(40030,)",玩家,-1,"(1211,)","(2,)","(-309,)",,2,,1004,,,
,1211,南学士说无关，便无关吧。,"(40030,)",七杀,40030,"(1212,)","(2,)","(-356,)",,2,,1004,,,
,1212,这是谁？南学士不为我介绍一番么？,"(40030,)",七杀,40030,"(1213,)","(2,)","(-356,)",,2,,1004,,,
,1213,这是我家中侍卫，命唤承影。,"(40030,)",玩家,-1,"(1214,)","(2,)","(-309,)",,2,,1004,,,
,1214,见过七杀大人。,"(40008,40030,)",承影,40008,"(1215,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1215,南府的……承影？,"(40008,40030,)",七杀,40030,"(1216,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1216,这可是大大有名的人物啊……,"(40008,40030,)",七杀,40030,"(1217,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1217,七杀说话时刻意拖长的语调令人有些直觉性的厌恶。,"(40008,40030,)",旁白,0,"(1218,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1218,大人过誉了，承影一届下人，不敢当此盛名。,"(40008,40030,)",承影,40008,"(1219,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1219,七杀舔了舔嘴唇，没有再说话。,"(40008,40030,)",旁白,0,"(1220,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1220,好了，七杀大人不是要寸步不离的跟着我么？便一起去寻些素材吧。,"(40008,40030,)",玩家,-1,"(1221,)","(1,3,)","(-356,-309,)",,2,,1004,,,
,1221,啧，真是麻烦。,"(40008,40030,)",七杀,40030,"(1222,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1222,我已有线索，还请小姐随我来。,"(40008,40030,)",承影,40008,,"(1,3,)","(-356,-356,)",,2,,1004,,,
,1223,苏州城中不知发生了何事，人人惶恐不安，脚步迅疾。不少人还拖家带口，带着大批的行礼往外赶。,,旁白,0,"(1224,)","(2,)","(-356,)",,2,,1004,,,
,1224,这……城中发生了何事？,"(40023,)",玩家,-1,"(1225,)","(2,)","(-309,)",,2,,1004,,,
,1225,这位先生，请问这城中发生了何事？,"(40023,)",玩家,-1,"(1226,)","(2,)","(-309,)",,2,,1004,,,
,1226,中城失火，水火无情，还请姑娘速速出城暂避。,"(40023,)",范蠡,40023,"(1227,)","(2,)","(-356,)",,2,,1004,,,
,1227,中城？\n多谢先生！,"(40023,)",玩家,-1,"(1228,)","(2,)","(-309,)",,2,,1004,,,
,1228,承影听闻此言，神色一变。,"(40023,)",旁白,0,"(1229,)","(2,)","(-356,)",,2,,1004,,,
,1229,中城？,"(40008,)",承影,40008,"(1230,)","(2,)","(-356,)",,2,,1004,,,
,1230,中城怎么了？,"(40008,)",玩家,-1,"(1231,)","(2,)","(-309,)",,2,,1004,,,
,1231,姑苏最大的丝织厂便在那处。,"(40008,40021,)",承影,40008,"(1232,)","(1,3,)","(-356,-309,)",,2,,1004,,,
,1232,都什么时候了！小姐你还与承影说这个！还不速速出城去暂避！,"(40008,40021,)",青湖,40021,"(1233,)","(1,3,)","(-356,-309,)",,2,,1004,,,
,1233,方才那先生都说了！水火无情呢！,"(40008,40021,)",青湖,40021,"(1234,)","(1,3,)","(-356,-309,)",,2,,1004,,,
,1234,好好好，我们先出城再说。,"(40021,)",玩家,-1,,"(2,)","(-309,)",,2,,1004,,,
,1235,没想到此地能再遇见姑娘。,"(40023,)",范蠡,40023,"(1236,)","(2,)","(-356,)",,2,,1004,,,
,1236,姑娘能平安出城，某也算是放下心来了。,"(40023,)",范蠡,40023,"(1237,)","(2,)","(-356,)",,2,,1004,,,
,1237,方才多谢先生提醒，不然我们一行人还不知如何是好。,"(40023,)",玩家,-1,"(1238,)","(2,)","(-309,)",,2,,1004,,,
,1238,芸芸众生中，姑娘独独询问于我，也应是你我有一二缘分。,"(40023,)",范蠡,40023,"(1239,)","(2,)","(-356,)",,2,,1004,,,
,1239,眼前此人言笑晏晏，一时半会儿竟让人生不出什么恶感来。,"(40023,)",旁白,0,"(1240,)","(2,)","(-356,)",,2,,1004,,,
,1240,先生取笑了。,"(40023,)",玩家,-1,"(1241,)","(2,)","(-309,)",,2,,1004,,,
,1241,先生，敢问中城失火，可是丝织厂烧了么？,"(40021,)",青湖,40021,"(1242,)","(2,)","(-309,)",,2,,1004,,,
,1242,眼前人苦笑了一声。,"(40021,)",旁白,0,"(1243,)","(2,)","(-356,)",,2,,1004,,,
,1243,正是。某才下了一批订单方运到丝织厂，如今可算是血本无归。,"(40008,40023,)",范蠡,40023,"(1244,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1244,人无恙便好。,"(40008,40023,)",承影,40008,"(1245,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1245,公子说得有理。,"(40008,40023,)",范蠡,40023,"(1246,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1246,远处突然来了一队人马，大声呼喊着。\n那人听见了，眼神微微一动。,"(40008,40023,)",旁白,0,"(1247,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1247,寻某的人来了，某先告辞了。,"(40008,40023,)",范蠡,40023,"(1248,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1248,先生慢走。,"(40008,40023,)",玩家,-1,"(1249,)","(1,3,)","(-356,-356,)",,2,,1004,,,
,1249,小姐，我之前打探的货物，也在丝织厂。,"(40008,)",承影,40008,"(1250,)","(2,)","(-356,)",,2,,1004,,,
,1250,不必再提，应是一并焚毁了。,"(40008,)",玩家,-1,"(1251,)","(2,)","(-309,)",,2,,1004,,,
,1251,虽有夸大之嫌，但我总觉得……这大火怕是因我而起。,"(40008,)",玩家,-1,"(1252,)","(2,)","(-309,)",,2,,1004,,,
,1252,啧，还真是不害臊。,"(40030,)",七杀,40030,"(1253,)","(2,)","(-356,)",,2,,1004,,,
,1253,七杀大人有何高见？,"(40030,)",玩家,-1,"(1254,)","(2,)","(-309,)",,2,,1004,,,
,1254,女人就是胆子小。丝织厂大火因你而起？你怎么不说半年前黄河水灾也是因你而起？,"(40030,)",七杀,40030,"(1255,)","(2,)","(-356,)",,2,,1004,,,
,1255,……,"(40030,)",玩家,-1,"(1256,)","(2,)","(-309,)",,2,,1004,,,
,1256,水坝一案监管者正是我父南鹤。,"(40030,)",玩家,-1,"(1257,)","(2,)","(-309,)",,2,,1004,,,
,1257,……啧，废话怎么这么多？,"(40030,)",七杀,40030,"(1258,)","(2,)","(-356,)",,2,,1004,,,
,1258,小姐还是小心为上。,"(40008,)",承影,40008,"(1259,)","(2,)","(-356,)",,2,,1004,,,
,1259,时日已晚，还是先找个地方投宿吧。,"(40008,)",玩家,-1,"(1260,)","(2,)","(-309,)",,2,,1004,,,
,1260,姑苏城外有一所寺庙名为‘寒山’，平时香火鼎盛，应能用以投宿。,"(40008,)",承影,40008,"(1261,)","(2,)","(-356,)",,2,,1004,,,
,1261,那就去那吧。,"(40008,)",玩家,-1,"(1262,)","(2,)","(-309,)",,2,,1004,,,
